user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
AH1_2nd_12:bin_000063	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.34	11	0.91487	N/A
AH1_2nd_13:bin_000004	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.18	11	0.81388	N/A
AH1_2nd_13:bin_000011	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__MGBC133411;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__MGBC133411;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.84	11	0.90253	N/A
AH1_2nd_13:bin_000025	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.06	11	0.83389	N/A
AH1_2nd_13:bin_000029	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA3830;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.63	11	0.71346	N/A
AH1_2nd_13:bin_000037	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.16	11	0.94481	N/A
AH1_2nd_13:bin_000049	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.74	11	0.82533	N/A
AH1_2nd_13:bin_000050	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.05	11	0.85842	N/A
AH1_2nd_13:bin_000055	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_B	GCF_019583405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_B	98.72	0.878	GCF_019583405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis_B	98.72	0.878	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_014288095.1, s__Bacteroides hominis, 95.0, 94.08, 0.742; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 91.45, 0.694; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 89.47, 0.262	77.62	11	N/A	N/A
AH1_2nd_14:bin_000003	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000235505.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A hathewayi_A	82.04	0.231	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	93.9	11	0.97521	N/A
AH1_2nd_14:bin_000005	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.39	11	0.80414	N/A
AH1_2nd_14:bin_000014	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_022846075.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__Vermiculatibacterium sp900543935	85.54	0.302	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_947425785.1, s__Vermiculatibacterium sp947425785, 95.0, 82.16, 0.161	90.33	11	0.9758	N/A
AH1_2nd_14:bin_000015	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.84	11	0.82986	N/A
AH1_2nd_14:bin_000020	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CASPLG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CASPLG01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.14	11	0.91428	N/A
AH1_2nd_14:bin_000027	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.53	11	0.96504	N/A
AH1_2nd_14:bin_000032	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__ICN-92133;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__ICN-92133;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.4	11	0.81241	N/A
AH1_2nd_14:bin_000047	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.0	11	0.97815	N/A
AH1_2nd_14:bin_000052	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.54	11	0.95768	N/A
AH1_2nd_14:bin_000063	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_030524175.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030524175	84.93	0.271	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.24	11	0.9887	N/A
AH1_2nd_14:bin_000070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	52.65	11	0.94474	N/A
AH1_2nd_15:bin_000001	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium burrii	GCF_017313405.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium burrii	98.2	0.961	GCF_017313405.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium burrii	98.2	0.961	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030036535.1, s__Agrobacterium cucumeris, 95.0, 93.01, 0.846; GCF_005221385.1, s__Agrobacterium tomkonis, 95.0, 92.79, 0.852; GCA_002005205.3, s__Agrobacterium rhizogenes_A, 95.0, 90.98, 0.817; GCF_015704895.1, s__Agrobacterium leguminum, 95.0, 89.48, 0.753; GCA_025560025.1, s__Agrobacterium sp900012615, 95.0, 89.24, 0.733; GCF_027212525.1, s__Agrobacterium tumefaciens_I, 95.0, 89.2, 0.73; GCF_001541315.1, s__Agrobacterium tumefaciens, 95.0, 89.12, 0.736; GCF_029840625.1, s__Agrobacterium fabrum_A, 95.0, 89.06, 0.731; GCF_010669145.1, s__Agrobacterium oryzihabitans, 95.0, 89.02, 0.718; GCF_027460065.1, s__Agrobacterium rhizogenes_C, 95.0, 88.95, 0.716; GCF_005221325.1, s__Agrobacterium sp900012625, 95.0, 88.95, 0.709; GCF_000949865.1, s__Agrobacterium nepotum, 95.0, 88.88, 0.662; GCF_000092025.1, s__Agrobacterium fabrum, 95.0, 88.85, 0.71; GCA_000949895.1, s__Agrobacterium arsenijevicii, 95.0, 88.79, 0.702; GCF_002008225.1, s__Agrobacterium salinitolerans, 95.0, 88.53, 0.682; GCA_023444445.1, s__Agrobacterium sp023444445, 95.0, 88.05, 0.669; GCF_009649785.1, s__Agrobacterium fabacearum, 95.0, 88.04, 0.684; GCF_900102105.1, s__Agrobacterium pusense, 95.0, 87.41, 0.654; GCF_017726655.1, s__Agrobacterium tumefaciens_B, 95.0, 86.5, 0.545; GCF_025559845.1, s__Agrobacterium sp005938205, 95.0, 81.51, 0.247	97.06	11	N/A	N/A
AH1_2nd_15:bin_000002	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Limenecus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Limenecus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.79	11	0.93462	N/A
AH1_2nd_15:bin_000004	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1251;s__	N/A	N/A	N/A	N/A	N/A	GCA_900549995.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1251;s__UMGS1251 sp900549995	80.95	0.158	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1251;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	92.23	11	0.9741	N/A
AH1_2nd_15:bin_000009	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.62	11	0.92616	N/A
AH1_2nd_15:bin_000013	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.65	11	0.94599	N/A
AH1_2nd_15:bin_000021	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.2	11	0.89557	N/A
AH1_2nd_15:bin_000025	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_902388365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp902388365	80.82	0.162	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.11	11	0.96551	N/A
AH1_2nd_15:bin_000043	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCF_900547205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900547205	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 80.11, 0.163; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 79.99, 0.154	64.99	11	0.97739	N/A
AH1_2nd_15:bin_000050	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.21	0.52	GCF_029023865.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	98.21	0.52	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001591705.1, s__Lactococcus cremoris, 95.0, 89.39, 0.244	49.28	11	N/A	N/A
AH1_2nd_16:bin_000008	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.15	11	0.59769	N/A
AH1_2nd_16:bin_000011	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.66	11	0.8039	N/A
AH1_2nd_16:bin_000018	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.43	11	0.81022	N/A
AH1_2nd_16:bin_000019	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	GCA_947178025.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp947178025	81.89	0.174	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_949296715.1, s__Alistipes sp949296715, 95.0, 81.54, 0.171; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.32, 0.165; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.12, 0.16; GCA_019119845.1, s__Alistipes merdavium, 95.0, 80.83, 0.168; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 80.56, 0.152; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 80.53, 0.154; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.27, 0.15	90.55	11	0.9729	N/A
AH1_2nd_16:bin_000020	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	N/A	N/A	N/A	N/A	N/A	GCA_019114025.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila faecipullorum	90.65	0.566	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900550745.1, s__Bilophila sp900550745, 95.0, 84.73, 0.189; GCA_959604115.1, s__Bilophila sp959604115, 95.0, 84.19, 0.191; GCF_902373525.1, s__Bilophila sp902373525, 95.0, 83.77, 0.226; GCA_900553145.1, s__Bilophila sp900553145, 95.0, 82.62, 0.166; GCF_000701705.1, s__Bilophila wadsworthia, 95.0, 82.5, 0.173	91.18	11	0.99048	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
AH1_2nd_16:bin_000023	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.95	11	0.82743	N/A
AH1_2nd_16:bin_000025	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.41	11	0.91186	N/A
AH1_2nd_16:bin_000033	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.59	11	0.84202	N/A
AH1_2nd_16:bin_000044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.17	11	0.73721	N/A
AH1_2nd_16:bin_000045	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_949840605.1, s__Alistipes sp949840605, 95.0, 84.83, 0.295; GCF_025145845.1, s__Alistipes shahii, 95.0, 84.69, 0.295; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 84.67, 0.361; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 84.37, 0.282; GCF_900083545.1, s__Alistipes provencensis, 95.0, 84.2, 0.317; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 83.94, 0.272; GCF_900107675.1, s__Alistipes timonensis, 95.0, 83.83, 0.304; GCF_018362775.1, s__Alistipes montrealensis, 95.0, 83.57, 0.299; GCA_023443765.1, s__Alistipes sp023443765, 95.0, 83.57, 0.274; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 82.45, 0.283; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 81.96, 0.197; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.22, 0.165; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 80.59, 0.152; GCA_019119845.1, s__Alistipes merdavium, 95.0, 80.49, 0.179; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 79.98, 0.159	82.82	11	0.98555	N/A
AH1_2nd_16:bin_000047	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_900544025.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900544025	83.92	0.436	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 82.92, 0.414	81.79	11	0.9847	N/A
AH1_2nd_16:bin_000058	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.01	11	0.97441	N/A
AH1_2nd_16:bin_000064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.64	11	0.91504	N/A
